13121313.00,323331324344.00,1.00,0.0132939400,1800.00,2400.00,8.93,9.09
13121313.00,323331324344.00,1.00,0.0132939400,1860.00,2460.00,8.90,9.09
13121313.00,323331324344.00,1.00,0.0118168400,1920.00,2520.00,8.96,9.09
13121313.00,323331324344.00,1.00,0.0132939400,1980.00,2580.00,8.96,9.09
13121313.00,323331324344.00,1.00,0.0132939400,2040.00,2640.00,8.89,9.09
13121313.00,323331324344.00,1.00,0.0132939400,2100.00,2700.00,8.89,9.09
13121313.00,323331324344.00,1.00,0.0132939400,2160.00,2760.00,8.89,9.09
13121313.00,323331324344.00,1.00,0.0132939400,2220.00,2820.00,8.96,9.09
13121313.00,323331324344.00,1.00,0.0132939400,2280.00,2880.00,9.03,9.09
13121313.00,323331324344.00,1.00,0.0118168400,2340.00,2940.00,9.23,9.09
13121313.00,323331324344.00,1.00,0.0118168400,2400.00,3000.00,9.58,9.09
13121313.00,323331324344.00,1.00,0.0118168400,2460.00,3060.00,9.58,9.09
13121313.00,323331324344.00,1.00,0.0118168400,2520.00,3120.00,9.58,9.09
13121313.00,323331324344.00,1.00,0.0103397300,2580.00,3180.00,9.58,9.09
13121313.00,323331324344.00,1.00,0.0103397300,2640.00,3240.00,9.58,9.09
13121313.00,323331324344.00,1.00,0.0103397300,2700.00,3300.00,9.56,9.09
13121313.00,323331324344.00,1.00,0.0118168400,2760.00,3360.00,9.54,9.09
13121313.00,323331324344.00,1.00,0.0118168400,2820.00,3420.00,8.79,9.09
13121313.00,323331324344.00,1.00,0.0118168400,2880.00,3480.00,7.58,9.09
13121313.00,323331324344.00,1.00,0.0118168400,2940.00,3540.00,7.06,9.09
13121313.00,323331324344.00,1.00,0.0118168400,3000.00,3600.00,6.86,9.09
13121313.00,323331324344.00,1.00,0.0132939400,3060.00,3660.00,6.86,9.09
13121313.00,323331324344.00,1.00,0.0132939400,3120.00,3720.00,7.12,9.09
13121313.00,323331324344.00,1.00,0.0132939400,3180.00,3780.00,7.19,9.09
13121313.00,323331324344.00,1.00,0.0132939400,3240.00,3840.00,6.98,9.09
13121313.00,323331324344.00,1.00,0.0132939400,3300.00,3900.00,6.84,9.09
13121313.00,323331324344.00,1.00,0.0147710500,3360.00,3960.00,6.85,9.08
13121313.00,323331324344.00,1.00,0.0147710500,3420.00,4020.00,7.29,9.08
13121313.00,323331324344.00,1.00,0.0147710500,3480.00,4080.00,7.88,9.08
13121313.00,323331324344.00,1.00,0.0162481500,3540.00,4140.00,8.36,9.08
13121313.00,323331324344.00,1.00,0.0162481500,3600.00,4200.00,8.63,9.08
13121313.00,323331324344.00,1.00,0.0162481500,3660.00,4260.00,8.63,9.08
13121313.00,323331324344.00,1.00,0.0177252600,3720.00,4320.00,8.71,9.07
13121313.00,323331324344.00,1.00,0.0162481500,3780.00,4380.00,9.00,9.08
13121313.00,323331324344.00,1.00,0.0177252600,3840.00,4440.00,9.38,9.07
13121313.00,323331324344.00,1.00,0.0162481500,3900.00,4500.00,9.59,9.08
13121313.00,323331324344.00,1.00,0.0162481500,3960.00,4560.00,9.59,9.08
13121313.00,323331324344.00,1.00,0.0177252600,4020.00,4620.00,9.52,9.07
13121313.00,323331324344.00,1.00,0.0177252600,4080.00,4680.00,9.33,9.07
13121313.00,323331324344.00,1.00,0.0177252600,4140.00,4740.00,9.21,9.07
13121313.00,323331324344.00,1.00,0.0177252600,4200.00,4800.00,9.19,9.07
13121313.00,323331324344.00,1.00,0.0177252600,4260.00,4860.00,9.19,9.07
13121313.00,323331324344.00,1.00,0.0192023600,4320.00,4920.00,9.20,9.06
13121313.00,323331324344.00,1.00,0.0192023600,4380.00,4980.00,9.25,9.06
13121313.00,323331324344.00,1.00,0.0192023600,4440.00,5040.00,9.22,9.06
13121313.00,323331324344.00,1.00,0.0192023600,4500.00,5100.00,9.15,9.06
13121313.00,323331324344.00,1.00,0.0192023600,4560.00,5160.00,9.15,9.06
13121313.00,323331324344.00,1.00,0.0206794700,4620.00,5220.00,9.23,9.05
13121313.00,323331324344.00,1.00,0.0192023600,4680.00,5280.00,9.42,9.06
13121313.00,323331324344.00,1.00,0.0192023600,4740.00,5340.00,9.45,9.06
13121313.00,323331324344.00,1.00,0.0192023600,4800.00,5400.00,9.04,9.06
13121313.00,323331324344.00,1.00,0.0177252600,4860.00,5460.00,8.71,9.07
13121313.00,323331324344.00,1.00,0.0192023600,4920.00,5520.00,8.39,9.06
13121313.00,323331324344.00,1.00,0.0177252600,4980.00,5580.00,8.14,9.07
13121313.00,323331324344.00,1.00,0.0177252600,5040.00,5640.00,8.03,9.07
13121313.00,323331324344.00,1.00,0.0177252600,5100.00,5700.00,8.03,9.07
13121313.00,323331324344.00,1.00,0.0177252600,5160.00,5760.00,8.03,9.07
13121313.00,323331324344.00,1.00,0.0162481500,5220.00,5820.00,7.99,9.08
13121313.00,323331324344.00,1.00,0.0177252600,5280.00,5880.00,7.76,9.07
13121313.00,323331324344.00,1.00,0.0177252600,5340.00,5940.00,7.49,9.07
13121313.00,323331324344.00,1.00,0.0192023600,5400.00,6000.00,7.49,9.06
13121313.00,323331324344.00,1.00,0.0192023600,5460.00,6060.00,8.41,9.06
13121313.00,323331324344.00,1.00,0.0177252600,5520.00,6120.00,9.39,9.07
13121313.00,323331324344.00,1.00,0.0177252600,5580.00,6180.00,9.30,9.07
13121313.00,323331324344.00,1.00,0.0192023600,5640.00,6240.00,9.22,9.06
13121313.00,323331324344.00,1.00,0.0177252600,5700.00,6300.00,9.22,9.07
13121313.00,323331324344.00,1.00,0.0177252600,5760.00,6360.00,9.31,9.07
13121313.00,323331324344.00,1.00,0.0177252600,5820.00,6420.00,9.39,9.07
13121313.00,323331324344.00,1.00,0.0192023600,5880.00,6480.00,9.40,9.06
13121313.00,323331324344.00,1.00,0.0177252600,5940.00,6540.00,9.40,9.07
13121313.00,323331324344.00,1.00,0.0162481500,6000.00,6600.00,9.40,9.08
13121313.00,323331324344.00,1.00,0.0162481500,6060.00,6660.00,9.43,9.08
13121313.00,323331324344.00,1.00,0.0177252600,6120.00,6720.00,9.15,9.07
13121313.00,323331324344.00,1.00,0.0177252600,6180.00,6780.00,8.55,9.07
13121313.00,323331324344.00,1.00,0.0177252600,6240.00,6840.00,7.88,9.07
