id,learningEdge,congestion,density,gpsProbeSpeed,speed
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03249631,7.92,7.59
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.0310192,7.88,7.63
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03249631,7.95,7.59
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.0310192,7.99,7.63
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.0310192,8.01,7.63
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.0310192,8.04,7.63
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.0310192,8.04,7.63
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03249631,8.03,7.59
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03397341,8.04,7.56
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03249631,8.08,7.59
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03249631,8.06,7.59
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03249631,7.95,7.59
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03397341,7.75,7.56
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.0310192,7.65,7.63
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.0310192,7.63,7.63
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.0295421,7.6,7.67
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.02806499,7.56,7.7
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.02806499,7.52,7.7
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.02658789,7.5,7.74
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.0295421,7.54,7.67
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03249631,7.62,7.59
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03249631,7.69,7.59
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03249631,7.79,7.59
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03397341,7.87,7.56
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03545052,7.87,7.52
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03397341,7.98,7.56
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03397341,8.14,7.56
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03397341,8.31,7.56
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03397341,8.39,7.56
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03249631,8.4,7.59
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03249631,8.43,7.59
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03249631,8.49,7.59
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03397341,8.6,7.56
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03249631,8.61,7.59
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03397341,8.48,7.56
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03397341,8.3,7.56
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03692762,8.09,7.48
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03692762,7.76,7.48
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03692762,7.59,7.48
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03545052,7.59,7.52
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03545052,7.61,7.52
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03692762,7.62,7.48
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03840473,7.63,7.45
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03692762,7.63,7.48
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03545052,7.63,7.52
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03692762,7.64,7.48
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03397341,7.64,7.56
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03249631,7.67,7.59
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03397341,7.7,7.56
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03249631,7.8,7.59
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.0295421,7.91,7.67
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.0310192,7.95,7.63
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.0310192,7.97,7.63
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03249631,8.01,7.59
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03397341,8.04,7.56
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03249631,8.06,7.59
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03397341,8.07,7.56
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03545052,8.09,7.52
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03692762,8.15,7.48
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03692762,7.99,7.48
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03545052,7.67,7.52
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03545052,7.98,7.52
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03249631,8.11,7.59
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03397341,8.07,7.56
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03397341,8.05,7.56
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03397341,8.02,7.56
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03397341,8.04,7.56
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03545052,8.04,7.52
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03545052,8.03,7.52
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03545052,8.02,7.52
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03545052,7.99,7.52
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03545052,7.88,7.52
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03692762,7.77,7.48
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03545052,7.75,7.52
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.0310192,7.76,7.63
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03249631,7.75,7.59
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03249631,7.7,7.59
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03249631,7.7,7.59
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03249631,7.71,7.59
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03249631,7.71,7.59
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03545052,7.81,7.52
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03545052,7.85,7.52
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03692762,7.89,7.48
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03397341,8.32,7.56
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03545052,8.4,7.52
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03545052,8.5,7.52
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03249631,8.58,7.59
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03249631,8.56,7.59
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03397341,8.47,7.56
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.0310192,8.43,7.63
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.0310192,8.43,7.63
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.0310192,8.47,7.63
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03249631,8.45,7.59
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03249631,8.33,7.59
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.0310192,8.43,7.63
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.0295421,8.31,7.67
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.0295421,8.22,7.67
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.0295421,8.25,7.67
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.0295421,8.36,7.67
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.0310192,8.38,7.63
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.0310192,8.36,7.63
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.0310192,8.38,7.63
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.0310192,8.41,7.63
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.0310192,8.06,7.63
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03397341,7.81,7.56
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03249631,7.81,7.59
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03397341,7.89,7.56
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03249631,7.94,7.59
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.0295421,7.96,7.67
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.0310192,8.0,7.63
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.0310192,8.03,7.63
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.0310192,8.02,7.63
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03249631,8.01,7.59
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03249631,8.01,7.59
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03249631,8.06,7.59
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03397341,8.13,7.56
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03545052,8.11,7.52
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03545052,8.08,7.52
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03545052,7.98,7.52
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03692762,7.82,7.48
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03692762,7.77,7.48
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03692762,7.78,7.48
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03545052,7.76,7.52
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03545052,7.74,7.52
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03692762,7.73,7.48
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03692762,7.72,7.48
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03840473,7.72,7.45
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03840473,7.72,7.45
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03988183,7.74,7.41
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03840473,7.73,7.45
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03840473,7.73,7.45
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03840473,7.72,7.45
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03840473,7.71,7.45
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03840473,7.7,7.45
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03988183,7.7,7.41
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03988183,7.72,7.41
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03988183,7.74,7.41
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.04135894,7.73,7.37
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03988183,7.7,7.41
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.04135894,7.64,7.37
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.04283604,7.71,7.33
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.04135894,8.04,7.37
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03988183,8.13,7.41
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03988183,8.14,7.41
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03840473,8.09,7.45
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03692762,8.05,7.48
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03988183,8.03,7.41
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03840473,8.04,7.45
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03988183,8.06,7.41
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.04135894,8.14,7.37
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.04283604,8.14,7.33
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.04431315,7.75,7.3
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.04579025,7.62,7.26
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.04579025,7.63,7.26
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.04283604,7.65,7.33
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.04431315,7.66,7.3
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.04283604,7.67,7.33
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.04135894,7.67,7.37
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.04283604,7.65,7.33
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.04135894,7.64,7.37
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",CD,0.03988183,7.65,7.18
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.04135894,7.7,7.37
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.04283604,7.76,7.33
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.04135894,7.78,7.37
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.04135894,7.77,7.37
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.04135894,7.77,7.37
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03840473,7.82,7.45
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03840473,7.88,7.45
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03840473,7.88,7.45
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03840473,7.88,7.45
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03988183,7.87,7.41
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03988183,7.83,7.41
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03840473,7.79,7.45
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.03988183,7.78,7.41
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.04283604,7.77,7.33
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.04431315,7.73,7.3
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.04874446,7.7,7.18
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.04874446,7.73,7.18
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.04726736,7.84,7.22
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.04726736,7.92,7.22
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",C,0.05022157,7.92,7.15
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",CD,0.04874446,7.94,6.96
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",CD,0.05022157,7.95,6.92
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",CD,0.05317578,7.94,6.84
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",CD,0.05317578,7.91,6.84
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",CD,0.05169867,7.92,6.88
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",D,0.04874446,7.93,7.39
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",D,0.04726736,7.85,7.43
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",D,0.04874446,7.73,7.39
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",D,0.04874446,7.63,7.39
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",D,0.04283604,7.7,7.54
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",D,0.04283604,7.75,7.54
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",D,0.04579025,7.75,7.47
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",D,0.04431315,7.75,7.5
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",D,0.04431315,7.76,7.5
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",CD,0.04579025,7.79,7.03
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",CD,0.04726736,7.81,6.99
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",CD,0.04874446,7.81,6.96
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",CD,0.04874446,7.84,6.96
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",CD,0.04874446,7.88,6.96
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",CD,0.05022157,7.85,6.92
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",CD,0.04874446,7.81,6.96
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",CD,0.04579025,7.99,7.03
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",CD,0.04283604,8.1,7.1
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",CD,0.04431315,8.09,7.07
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",CD,0.04283604,8.05,7.1
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",CD,0.04283604,8.05,7.1
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",CD,0.04431315,8.09,7.07
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",CD,0.04431315,8.1,7.07
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",CD,0.04283604,8.1,7.1
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",CD,0.04579025,8.31,7.03
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",CD,0.04726736,8.49,6.99
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",CD,0.04579025,8.4,7.03
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",CD,0.04431315,8.37,7.07
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",CD,0.04579025,8.43,7.03
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",CD,0.04431315,8.58,7.07
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",CD,0.04431315,8.76,7.07
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",CD,0.04726736,8.71,6.99
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",CD,0.04874446,8.56,6.96
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",CD,0.04874446,8.39,6.96
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",CD,0.05022157,8.09,6.92
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",CD,0.04874446,7.84,6.96
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",CD,0.04874446,7.79,6.96
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",CD,0.05022157,7.73,6.92
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",CD,0.04874446,7.77,6.96
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",CD,0.04726736,7.82,6.99
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",CD,0.04874446,7.81,6.96
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",CD,0.04579025,7.78,7.03
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",D,0.04579025,7.76,7.47
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",D,0.04874446,7.78,7.39
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",D,0.04874446,7.8,7.39
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",D,0.04874446,7.86,7.39
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",D,0.05022157,7.93,7.35
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",D,0.04874446,7.97,7.39
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",D,0.04874446,7.95,7.39
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",D,0.04874446,7.9,7.39
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",D,0.04579025,7.89,7.47
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",D,0.04579025,7.91,7.47
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",D,0.04726736,7.97,7.43
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",D,0.04579025,8.01,7.47
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",D,0.04579025,7.98,7.47
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",D,0.04726736,7.91,7.43
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",D,0.04579025,7.76,7.47
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",D,0.04726736,7.7,7.43
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",D,0.04726736,7.7,7.43
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",CD,0.04874446,7.7,6.96
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",CD,0.05022157,7.62,6.92
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",CD,0.05169867,7.56,6.88
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",CD,0.05022157,7.55,6.92
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",CD,0.04874446,7.55,6.96
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",CD,0.05022157,7.54,6.92
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",CD,0.05022157,7.56,6.92
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",CD,0.05022157,7.58,6.92
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",CD,0.05317578,7.58,6.84
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",D,0.05465288,7.58,7.24
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",D,0.05317578,7.58,7.28
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",D,0.05465288,7.62,7.24
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",D,0.05169867,7.66,7.32
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",D,0.05169867,7.72,7.32
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",D,0.05169867,7.78,7.32
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",D,0.05465288,7.84,7.24
13/15to14/15,"['3/3to3/4', '9/12to8/12', '13/14to13/15']",D,0.05169867,7.88,7.32
